timestamp,student_id,student_name,age,height_cm,weight_kg,gender,zone,movement_type,amplitude_mean_dbm,amplitude_std_db,phase_mean_rad,phase_variance_rad,rssi_dbm,snr_db,noise_floor_dbm,num_subcarriers,bandwidth_mhz,subcarrier_values
2026-05-08T19:16:17,6,Pessoa #6,18,173,67,F,F,parada,-0.12,1.61,1.9812,0.9015,-10.12,94.88,-95,56,20,"-0.39:0.6307,-0.72:6.1401,2.9:1.7502,0.48:0.054,0.89:0.5419,0.76:5.8785,-1.62:0.4404,4.21:0.4495,2.29:1.1681,-3.76:0.004,1.53:6.0784,-0.15:0.207,0.36:1.9263,0.42:0.5967,-0.36:0.4358,-1.34:0.2332,-3.79:0.5828,-1.12:0.4997,0.64:0.8422,1.58:5.8411,-0.51:0.2308,1.42:0.8551,1.81:0.029,0.33:0.6553,-1.21:1.3798,-1.9:0.7543,-0.45:5.8865,-2.0:0.7295,1.01:5.9434,0.59:5.824,-2.29:1.235,-1.95:1.0924,0.7:0.4704,2.0:0.6318,-3.09:0.8225,-0.24:6.2272,-0.95:6.163,-1.43:0.8365,2.43:5.5541,-2.37:0.6707,-0.85:1.0598,0.35:0.8629,0.87:0.6411,-0.13:1.9678,0.66:0.1083,-0.43:0.4957,-0.42:0.9307,0.33:2.7203,-0.18:5.9405,-0.99:1.3186,-1.62:0.2744,1.44:6.186,-0.31:0.9813,2.4:6.1705,-1.21:0.7105,-1.58:0.2896"
2026-05-08T19:16:18,6,Pessoa #6,18,173,67,F,F,parada,-1.68,1.51,4.0168,0.4511,-11.68,93.32,-95,56,20,"-6.96:3.4039,-3.47:3.9994,-1.87:3.413,-0.87:3.8196,-3.91:3.6467,-1.6:4.2321,-0.14:4.3763,-3.88:3.9895,-2.32:3.8243,0.31:4.2484,-1.25:4.2353,-1.85:4.1145,-0.99:4.0318,-0.8:4.084,0.58:3.7661,-3.53:4.0578,-1.74:3.8042,-3.14:4.4839,-3.47:3.753,-1.5:3.824,-1.7:4.5732,-2.6:4.1354,-1.8:4.4586,-0.54:4.0958,-0.51:3.8454,-3.46:3.8153,-3.82:3.7532,-0.23:4.8497,-1.49:4.0665,-3.68:3.9416,-2.12:3.873,-2.69:4.3236,-1.43:4.1165,-2.83:3.886,-2.35:3.8812,-3.41:4.0983,-0.61:3.6425,-0.17:4.1305,1.04:4.0201,-0.4:4.0751,-1.47:4.3081,-0.57:3.4698,-2.28:4.1594,-1.48:4.5172,-1.31:4.6785,0.34:3.159,-3.04:4.1586,-1.34:3.8791,-0.93:4.0969,-2.94:4.0025,1.27:4.3388,-1.5:3.9915,-0.37:3.7752,0.93:3.5152,-1.11:4.2262,-1.08:3.9727"
2026-05-08T19:16:19,6,Pessoa #6,18,173,67,F,F,parada,-0.61,1.43,3.8404,0.3243,-10.61,94.39,-95,56,20,"1.23:3.7317,-0.77:3.8391,-1.53:4.1559,-0.75:4.184,0.29:4.1122,-1.69:4.298,-0.74:3.6085,-1.7:4.1566,-4.13:4.049,-0.71:3.6569,-1.45:3.6978,-3.48:3.9082,-0.33:4.441,1.32:3.8052,1.04:4.2359,-0.89:3.7606,-3.58:3.8762,-0.76:3.7505,-1.88:3.8091,-0.92:3.8824,2.5:3.8827,1.08:3.7447,1.0:3.8542,-0.59:3.6021,-1.69:3.7946,-3.11:3.7363,-1.61:4.4717,1.27:3.9032,0.89:3.3273,1.1:3.8321,1.01:4.1962,-0.09:3.62,0.11:4.2304,-0.83:3.5977,-1.06:3.9184,-1.77:3.7258,-2.17:3.5047,-0.99:3.7369,-0.52:3.5313,0.44:3.8164,-1.36:3.6165,-1.19:3.7708,-0.55:3.9021,1.13:3.8534,0.75:3.5888,-2.85:4.1226,-1.69:3.9336,1.11:3.6134,-0.38:3.6912,1.31:3.8595,0.18:3.345,-0.45:3.8684,-0.46:3.7755,-1.61:3.7837,-2.73:3.6178,1.26:3.7369"
2026-05-08T19:16:20,6,Pessoa #6,18,173,67,F,F,levantamento_bracos,9.13,1.48,2.9447,6.4452,-0.87,104.13,-95,56,20,"12.59:1.4815,7.81:1.0207,7.41:0.1517,10.57:4.4654,9.08:2.4503,6.88:2.0029,7.33:5.7828,9.31:2.0018,10.26:4.3377,8.55:0.425,7.31:1.3539,8.51:1.2283,11.29:4.1926,10.51:3.2491,10.67:5.3721,10.14:5.275,7.49:4.7602,9.91:1.3288,7.63:3.2241,7.61:5.806,6.56:0.3147,10.98:0.0438,9.42:2.1198,10.22:4.5816,9.79:1.0773,8.61:2.1201,8.87:2.1663,7.95:5.8407,11.49:3.0458,10.71:2.605,8.43:3.7598,8.34:4.9413,8.24:2.6817,12.11:1.3206,9.05:4.3274,9.7:3.7285,11.0:3.8792,9.78:5.8704,9.44:2.1272,9.44:3.4794,8.06:3.6281,6.75:2.8192,9.28:3.406,7.19:3.5084,9.82:0.362,10.74:2.3805,6.42:0.6086,8.89:2.7665,8.51:5.2641,10.29:2.9254,8.05:4.5555,8.2:5.4208,9.39:0.6087,7.13:2.9868,10.17:3.5038,11.55:0.2165"
2026-05-08T19:16:21,6,Pessoa #6,18,173,67,F,F,levantamento_bracos,6.39,1.42,3.0414,6.6485,-3.61,101.39,-95,56,20,"6.88:2.5352,6.04:0.5953,9.35:1.3134,6.72:3.0303,7.46:3.7291,8.3:5.325,7.55:1.3299,6.98:4.7793,7.8:1.6471,3.77:3.1082,4.03:4.2081,4.23:1.0573,6.2:4.246,5.39:4.1376,4.6:0.6067,4.23:3.5467,6.9:2.5091,7.96:2.3059,6.48:3.7053,5.64:2.6274,7.6:1.7338,6.48:4.3002,5.48:5.3148,7.48:1.6125,7.08:5.1412,6.12:1.1269,5.35:4.9625,6.13:4.0024,5.53:5.2265,6.71:1.6448,5.43:3.7976,8.12:1.2536,9.74:1.2027,4.88:1.5827,5.62:2.8532,8.71:5.4522,5.17:1.4896,4.65:0.0514,7.55:6.1541,8.13:5.2496,5.56:1.1076,6.76:1.8591,6.32:4.2867,8.29:5.3625,6.57:6.1999,3.77:2.211,4.89:3.6843,8.01:0.8189,5.77:2.9943,7.96:3.5594,4.34:1.9241,7.35:6.1604,5.87:3.3065,7.23:4.8833,5.66:0.7153,4.9:0.7483"
2026-05-08T19:16:22,6,Pessoa #6,18,173,67,F,F,levantamento_bracos,6.58,1.21,3.3579,6.5589,-3.42,101.58,-95,56,20,"6.62:3.3055,6.13:0.7775,5.9:3.7154,6.55:2.7361,5.22:5.9047,6.72:0.3592,8.44:3.6197,7.1:0.292,9.63:5.928,5.56:6.1415,8.43:0.0433,6.66:3.8657,7.49:1.0184,5.74:1.1263,6.24:3.8017,8.92:0.9236,7.07:3.3946,8.0:4.199,5.87:4.1706,6.85:2.1732,5.83:0.3877,4.43:1.6928,6.64:4.9158,5.27:0.2026,6.06:5.0798,5.29:1.8635,8.1:4.5579,6.21:6.0949,6.12:3.0855,6.83:3.3333,5.95:4.8767,5.07:4.9558,6.72:5.7984,6.51:5.3359,6.96:4.702,2.66:1.5094,6.3:5.7046,8.25:2.0881,8.11:3.674,4.7:2.8774,6.72:1.667,7.56:5.7498,7.51:2.4636,4.95:4.213,6.23:3.0093,7.26:6.0255,7.03:0.9275,7.07:4.7204,4.43:5.8294,6.77:0.9537,7.23:5.44,6.8:2.6108,6.03:5.0154,6.24:2.1566,8.24:2.7182,7.04:4.311"
2026-05-08T19:16:24,6,Pessoa #6,18,173,67,F,F,levantamento_bracos,10.77,1.68,3.2369,5.0557,0.77,105.77,-95,56,20,"12.04:1.8355,8.65:0.488,11.09:3.6783,7.34:1.9699,12.89:3.7386,12.09:1.3133,13.14:1.79,9.89:3.2813,9.46:5.7899,11.47:5.9664,10.12:4.8041,11.08:5.0772,13.61:0.6617,10.94:2.5347,8.42:2.0376,9.23:3.3347,10.86:1.324,9.49:5.4496,11.64:0.1471,10.18:1.7812,8.13:5.8292,12.45:0.8964,8.69:4.451,8.03:2.7618,14.68:4.6417,10.33:1.912,13.65:2.1484,10.98:6.1196,9.61:0.8173,12.18:0.1322,10.3:1.7783,10.81:3.3327,11.78:5.0131,10.65:5.5952,10.86:1.9526,12.07:3.585,8.08:0.2609,12.34:3.8372,14.9:3.1973,11.14:5.8386,8.41:1.3999,10.05:3.8555,9.53:5.6871,11.0:3.2849,11.73:5.3951,9.36:5.0081,8.3:5.2275,10.22:0.4615,12.49:4.1599,11.67:2.7808,8.77:2.3065,11.68:1.3222,11.58:5.3329,10.78:4.8462,11.17:3.916,11.15:5.1808"
2026-05-08T19:16:25,6,Pessoa #6,18,173,67,F,F,levantamento_bracos,9.37,1.48,3.4114,6.1722,-0.63,104.37,-95,56,20,"13.18:1.9219,8.06:3.6505,7.42:3.5571,9.94:4.3528,9.56:4.6754,9.76:0.329,8.09:3.7012,11.37:3.3129,8.61:0.6123,8.75:2.0771,10.96:4.4391,10.19:2.9215,11.57:3.5193,7.76:4.5183,9.6:5.2925,8.91:5.6671,8.94:1.0617,10.05:1.245,9.45:1.2924,8.95:2.5529,6.61:1.1253,12.8:5.3123,8.68:2.8169,10.96:1.8013,8.52:2.5228,7.07:3.7781,10.78:4.2646,10.03:3.4037,9.22:1.3322,8.03:4.7436,8.11:5.5537,9.24:2.6765,9.82:4.1862,8.11:4.4047,9.92:5.2678,9.66:2.9231,9.55:5.8271,10.46:2.8085,11.23:0.2334,10.35:4.0425,9.2:4.6921,6.3:6.2243,7.63:5.0597,11.6:1.4899,10.78:5.868,9.56:1.392,9.25:4.788,10.54:0.9673,7.48:3.6542,7.11:3.5338,8.75:2.4161,11.21:4.7954,6.6:4.78,8.96:3.6634,9.77:5.2211,9.73:2.7673"
2026-05-08T19:16:26,6,Pessoa #6,18,173,67,F,F,levantamento_bracos,5.85,1.48,2.9829,5.916,-4.15,100.85,-95,56,20,"8.82:0.7691,3.22:2.9703,7.07:0.6108,5.21:1.8821,7.33:6.0824,5.65:6.0777,8.44:3.0465,7.03:1.2574,5.54:5.6404,6.29:5.9196,4.72:0.3581,5.55:6.2778,4.55:2.8518,4.13:2.2449,7.76:0.869,4.91:0.828,6.49:2.183,6.18:5.4239,7.96:2.542,8.32:3.4967,5.86:1.9667,4.87:2.4643,4.13:2.0306,6.74:5.8475,6.95:3.5672,6.39:0.2727,4.55:4.8151,5.0:2.9823,4.3:0.3497,4.49:0.6817,5.5:4.1093,4.07:1.682,5.67:3.9472,3.16:2.2176,8.01:0.6814,5.15:5.5662,4.79:3.9359,3.36:2.6401,6.17:2.0427,8.73:1.9228,4.67:5.0368,7.53:4.7427,4.98:4.3171,8.36:3.8246,4.73:3.3123,3.62:1.5302,6.11:1.8385,6.18:4.6095,5.46:4.4619,4.93:5.9197,7.88:2.1664,6.56:0.5695,4.9:2.8226,4.83:1.9317,6.35:1.693,7.64:3.2092"
2026-05-08T19:17:00,7,Pessoa #7,18,183,85,M,A,parada,18.58,1.16,2.1135,0.6683,8.58,113.58,-95,56,20,"19.47:1.2933,18.58:2.2794,19.16:1.8102,19.96:2.5014,18.64:2.6217,17.45:2.1723,17.61:2.0785,18.14:3.2829,18.1:2.0033,21.2:2.8159,19.73:1.9754,19.2:2.1327,19.09:2.3292,17.85:2.7444,15.98:2.3206,19.09:1.6559,21.78:2.431,18.16:1.8593,18.17:1.4655,18.54:2.2987,19.45:3.3647,20.09:2.2351,19.88:2.4155,17.69:2.3948,18.18:1.7078,18.68:1.9342,18.62:1.7171,18.65:1.9372,18.51:1.4256,19.16:2.7531,17.5:1.8078,18.3:1.9368,19.57:2.7261,17.23:2.6741,18.67:2.1734,17.56:1.6137,20.6:2.5965,17.22:2.2674,17.15:2.3991,17.95:1.702,17.03:2.3495,19.46:1.5425,14.99:1.956,17.96:0.9727,18.94:1.8252,19.64:2.7525,18.38:1.7381,17.3:2.2471,17.91:1.7913,18.5:1.013,17.93:2.1087,19.84:1.716,18.88:2.146,18.52:2.0545,19.46:1.6467,19.12:2.6435"
2026-05-08T19:17:01,7,Pessoa #7,18,183,85,M,A,parada,17.41,1.23,4.7041,1.0018,7.41,112.41,-95,56,20,"16.37:0.5499,18.68:6.0231,17.04:5.308,15.95:5.3002,17.45:4.6614,16.83:0.1139,15.99:4.7229,17.38:4.8089,18.46:5.2819,16.47:5.4535,17.72:4.83,17.96:4.2216,18.94:5.3284,19.57:5.9194,16.53:3.7912,17.21:3.638,17.12:4.2703,18.09:4.5196,17.07:4.3157,16.32:5.2935,18.81:6.1956,18.39:5.0183,17.83:5.0542,18.97:5.467,16.4:4.9451,16.13:5.443,15.91:4.1454,20.5:4.3381,15.96:4.7695,19.21:4.6752,16.55:5.5956,19.41:4.7077,18.23:5.23,17.83:4.4952,18.75:4.7719,17.63:4.7343,15.78:6.0173,17.91:5.8524,17.77:4.6449,18.03:5.016,17.52:4.7968,16.42:0.4298,15.36:5.3499,16.31:5.507,16.39:5.1358,17.57:5.0549,14.33:4.6971,18.86:0.3152,17.07:6.1269,16.73:6.1195,15.93:3.7878,18.45:5.4787,16.05:5.4398,18.43:4.8761,16.94:5.3362,19.33:5.5077"
2026-05-08T19:17:02,7,Pessoa #7,18,183,85,M,A,parada,19.4,1.46,5.6655,0.2501,9.4,114.4,-95,56,20,"20.64:5.804,19.17:5.4302,18.5:5.6593,17.55:5.277,17.76:5.6166,17.35:5.8062,19.87:5.9258,19.86:5.6635,18.47:5.6038,18.09:6.0497,21.42:5.7205,20.15:5.7915,20.47:5.8221,18.59:5.5507,15.99:5.592,19.06:5.6472,17.6:5.5593,19.85:5.7776,18.25:5.639,16.83:5.6612,17.23:5.4824,15.88:5.434,21.19:5.5703,20.97:5.6984,19.86:5.7486,19.27:5.8976,20.41:5.8817,18.16:5.6554,19.73:5.558,16.92:5.9551,21.76:5.5086,18.83:5.5634,18.15:5.4534,20.01:5.9991,19.03:5.4361,22.4:5.6286,18.2:5.4181,18.95:5.5724,19.13:5.8519,19.82:5.6524,19.72:5.8371,20.9:5.5912,20.74:5.6755,20.54:5.5192,22.0:5.7008,21.01:5.8259,20.24:5.8406,20.92:5.6096,19.25:5.5859,19.62:5.5935,19.88:5.7305,19.48:5.6336,20.89:5.686,19.02:5.6207,19.54:5.8139,21.08:5.4402"
2026-05-08T19:17:03,7,Pessoa #7,18,183,85,M,A,parada,16.28,1.52,5.1075,0.1217,6.28,111.28,-95,56,20,"16.02:5.2417,17.12:5.1605,16.96:5.0686,18.24:5.0403,16.45:5.0325,19.19:4.95,18.23:5.223,17.47:5.2641,18.55:5.173,16.67:5.0482,14.61:5.177,15.46:5.2146,17.21:5.1845,17.76:5.1012,12.5:5.2179,13.12:5.1292,18.92:5.1682,17.73:5.0678,14.22:5.0125,14.31:5.0637,17.82:5.1575,15.12:5.1345,14.79:5.2698,19.25:5.0228,15.5:5.0274,14.85:5.2181,15.14:5.2188,15.23:5.1295,18.59:5.187,17.08:5.1602,16.25:5.0303,16.82:5.1339,18.44:5.0378,17.67:5.1158,16.41:5.138,15.81:5.1291,15.23:5.188,16.98:5.0593,12.77:5.0402,15.93:4.9758,15.97:5.1262,14.95:5.2059,17.16:4.9503,15.38:5.1547,15.61:5.0763,16.71:4.8745,15.98:5.0704,15.26:5.0452,16.05:4.9253,15.36:5.0771,15.28:5.1702,16.63:5.1322,16.73:5.1336,14.79:4.9659,16.55:5.0664,16.6:5.1352"
2026-05-08T19:17:04,7,Pessoa #7,18,183,85,M,A,parada,15.9,1.35,4.8404,0.6562,5.9,110.9,-95,56,20,"18.93:5.0381,15.61:5.6472,15.06:4.8858,15.72:4.5555,14.79:5.1013,14.26:4.4573,18.53:4.7433,17.12:5.6057,17.42:5.2155,16.35:4.5841,15.59:4.8415,15.55:4.9328,18.14:4.9695,15.27:5.2337,13.81:5.3057,15.15:4.5839,16.72:4.3254,14.58:4.9344,15.15:5.4672,15.28:5.2626,16.96:4.1738,16.74:4.858,18.48:5.034,15.58:4.2171,16.09:4.3663,14.01:4.3141,15.38:4.6738,13.88:4.7486,15.98:3.818,14.7:4.6716,18.78:4.1867,15.48:4.2824,17.08:4.4808,17.4:4.3508,16.41:5.4409,14.58:5.0146,16.62:5.5125,13.77:4.9428,16.41:5.8794,13.88:4.7799,15.94:4.9789,15.08:5.1741,14.93:4.756,17.36:5.4602,15.83:4.2535,15.02:3.7085,13.84:5.0523,16.38:4.7755,13.71:5.3039,17.07:5.2096,16.26:4.6618,18.21:4.8467,15.87:4.4706,15.1:4.9999,16.76:5.2086,15.63:4.7654"
2026-05-08T19:17:05,7,Pessoa #7,18,183,85,M,A,levantamento_bracos,29.29,1.21,3.2457,5.4806,19.29,124.29,-95,56,20,"31.15:3.218,29.26:1.4339,28.98:5.6278,29.31:1.5326,28.6:3.0088,28.97:6.1132,30.21:1.7452,29.53:5.3685,29.7:1.4013,29.73:2.1279,29.65:6.2468,28.01:1.3731,26.38:2.9858,29.19:0.1664,27.95:4.6172,28.66:0.5145,29.28:1.4364,29.69:3.6479,28.01:2.5754,28.38:0.0107,30.53:4.331,28.95:3.3001,29.73:1.5139,30.95:5.2751,30.2:5.1268,29.54:1.8411,28.89:4.5926,29.42:4.519,28.4:4.5565,28.0:4.854,29.39:3.6668,29.98:4.1498,29.72:0.7788,30.59:5.2641,29.96:1.0832,28.84:0.7333,29.03:0.343,31.15:2.9975,27.9:6.059,27.46:5.8672,29.34:1.4779,30.56:5.8597,27.74:3.715,27.06:6.2697,32.1:5.0308,28.55:0.1694,28.7:0.2238,31.18:5.0763,27.98:0.608,28.11:0.9352,29.5:4.5356,26.85:2.9677,30.13:4.7905,32.09:5.8883,30.62:2.1076,30.49:6.0981"
2026-05-08T19:17:06,7,Pessoa #7,18,183,85,M,A,levantamento_bracos,23.3,1.29,3.0537,6.2158,13.3,118.3,-95,56,20,"24.72:4.9447,23.78:6.2049,23.03:5.56,23.02:1.4197,21.06:3.8615,21.23:3.12,22.96:2.0776,23.94:4.8153,24.05:1.1634,23.82:0.8009,23.04:0.4833,24.44:1.42,22.89:4.5625,23.15:4.7358,22.56:3.3878,24.25:2.9633,23.49:6.0548,21.63:2.6562,22.42:2.5597,23.55:1.5567,25.24:0.1764,21.95:3.2571,23.88:0.4259,21.82:1.6373,23.66:1.4145,23.55:4.6574,23.68:4.8367,25.27:3.6852,23.04:1.7968,23.12:3.2575,24.51:0.1801,23.36:5.3832,21.92:0.5981,21.92:1.3579,22.27:4.0463,22.16:3.0571,23.94:5.1545,19.38:2.4648,23.77:1.634,22.36:5.2306,22.74:5.2313,21.79:0.0285,21.17:0.9083,23.54:1.846,24.8:3.624,25.65:3.9115,26.93:1.4609,24.53:5.1474,23.01:2.014,25.42:4.5941,24.03:6.0463,23.23:6.0113,22.56:2.4484,23.28:0.8226,24.33:2.3351,23.88:5.9767"
2026-05-08T19:17:07,7,Pessoa #7,18,183,85,M,A,levantamento_bracos,26.05,1.25,2.8762,6.4486,16.05,121.05,-95,56,20,"23.73:2.5202,27.27:1.2434,24.92:0.4142,24.73:3.549,25.87:1.7306,27.26:2.6706,25.5:1.5856,27.98:0.9597,25.21:1.8628,26.5:1.8341,26.23:4.9935,24.86:4.9294,26.26:0.9928,25.56:0.3993,26.55:4.3964,26.01:2.4917,25.49:1.2779,27.7:5.6725,24.6:5.5224,25.92:1.0785,25.82:1.3026,26.76:0.1842,25.82:3.4287,25.0:0.7136,23.45:0.2006,23.0:5.6738,26.95:4.6076,26.79:1.1837,27.62:0.0543,23.38:5.4394,28.1:3.6766,25.96:1.638,24.59:5.0671,26.16:3.509,26.34:3.8401,25.09:5.8523,24.13:6.2004,27.11:2.9923,26.1:3.4669,27.01:0.6942,26.76:0.4757,26.08:3.1155,25.99:3.1095,25.45:5.9209,26.68:2.8368,26.31:3.9515,29.13:0.8596,26.2:6.0006,26.46:0.5533,26.46:4.8639,24.23:5.7798,26.6:1.1951,26.39:1.7092,27.3:3.8873,27.79:3.0416,27.73:3.916"
2026-05-08T19:17:09,7,Pessoa #7,18,183,85,M,A,levantamento_bracos,28.87,1.34,3.4039,6.3208,18.87,123.87,-95,56,20,"30.87:3.516,28.74:1.8648,29.53:2.0154,28.14:5.1662,31.3:5.3888,29.72:3.203,32.98:5.8324,28.39:3.1611,28.21:5.977,28.61:4.5343,26.39:2.6598,27.51:5.8359,30.25:5.8118,29.18:3.9124,30.27:6.0469,28.2:4.5998,28.46:2.5245,28.15:1.9678,30.27:4.4262,29.76:4.3337,29.28:3.6095,27.67:5.572,29.3:0.002,29.8:1.814,27.69:2.9123,28.33:2.1994,30.0:1.8094,28.32:0.7312,28.03:2.5461,27.22:3.0356,29.2:5.9926,29.25:1.9541,27.13:3.1335,29.64:4.2833,29.22:5.9604,28.36:2.4663,31.14:1.8004,27.51:3.9199,28.02:1.7676,30.03:4.6073,27.41:3.6724,28.85:3.2849,26.79:1.8689,29.45:1.763,30.73:0.2422,27.7:2.4272,27.8:0.6712,27.06:5.2701,28.95:0.8507,30.53:5.0433,29.2:4.6457,26.41:1.6533,29.26:2.7338,27.39:6.1588,28.11:2.7089,30.96:4.7278"
2026-05-08T19:17:10,7,Pessoa #7,18,183,85,M,A,levantamento_bracos,27.22,1.44,3.3216,2.8257,17.22,122.22,-95,56,20,"28.16:4.5964,26.18:2.5971,25.59:5.6993,27.1:3.0832,25.8:3.062,29.16:4.9811,27.54:4.5128,27.41:3.7636,26.22:4.4842,27.14:0.328,27.63:1.1504,27.46:0.54,28.95:5.8566,26.03:4.3423,27.87:3.2512,25.15:1.4305,28.25:0.029,29.7:0.3423,27.36:2.0933,26.71:5.8422,26.45:4.927,25.13:0.0425,27.56:4.7669,24.18:0.1835,25.9:2.9218,25.97:3.9656,27.67:3.8251,30.44:3.9912,28.29:0.9635,31.34:0.3665,26.4:4.7715,28.16:4.3374,27.87:5.9331,25.71:5.7513,25.95:2.2424,25.22:5.1926,28.41:2.0285,26.55:5.4222,24.5:2.5555,28.69:1.4586,28.15:3.9583,29.15:2.9546,27.83:5.5804,28.02:4.4352,29.37:2.4598,26.34:4.6458,27.02:1.2955,27.33:5.6646,26.86:3.0758,25.56:5.926,27.72:0.9648,25.45:2.6812,27.63:5.0435,28.38:0.0696,27.63:4.9083,26.18:4.7139"
2026-05-08T19:17:11,7,Pessoa #7,18,183,85,M,A,levantamento_bracos,27.58,1.17,3.3752,5.6499,17.58,122.58,-95,56,20,"28.54:0.8912,28.58:1.0129,26.73:5.744,27.55:1.8871,30.26:6.0561,27.86:0.0933,30.29:0.5887,24.84:3.5394,27.46:4.8882,27.1:2.6292,28.2:2.5864,29.06:5.8457,27.56:3.5013,28.63:0.4171,26.25:4.6717,26.78:4.7081,27.99:4.368,26.94:6.113,27.72:5.8329,28.97:1.5107,27.72:6.2313,26.04:2.4296,29.66:3.9554,26.59:1.2639,28.35:1.0363,27.37:2.9385,28.51:5.517,28.67:3.2907,28.78:1.455,28.13:4.3984,28.46:3.5226,28.1:1.2342,26.07:4.1126,27.32:6.1246,25.07:5.2222,27.01:0.3124,26.72:5.655,26.27:5.8957,28.8:6.0577,26.96:3.6379,26.72:5.8333,26.09:5.7067,27.56:1.9817,26.45:3.7389,26.24:6.0861,28.3:2.7564,28.81:0.1989,27.17:1.6809,26.69:2.1984,27.29:0.6152,25.61:2.0453,26.95:4.659,27.52:4.1853,28.7:2.3048,27.55:3.1037,28.73:0.7425"
2026-05-08T19:17:15,7,Pessoa #7,18,183,85,M,B,parada,13.11,1.24,2.2024,0.0245,3.11,108.11,-95,56,20,"11.86:2.1936,13.81:2.1832,13.13:2.2027,14.52:2.2116,14.99:2.223,13.05:2.2004,15.31:2.1938,13.18:2.1977,13.35:2.1938,14.29:2.1773,12.78:2.223,13.88:2.2269,11.38:2.2358,13.15:2.2186,13.94:2.1923,11.95:2.1903,13.05:2.2192,13.26:2.1937,11.99:2.2115,14.31:2.2218,16.0:2.2003,12.67:2.2165,15.25:2.1748,12.94:2.1928,13.51:2.2017,15.1:2.2128,10.48:2.2218,14.81:2.219,11.23:2.1866,13.63:2.2113,11.47:2.1949,11.13:2.2201,12.58:2.241,12.74:2.1846,10.5:2.19,14.13:2.2089,13.96:2.2081,12.43:2.1832,13.64:2.2096,11.85:2.1952,11.92:2.1901,12.83:2.2093,13.54:2.1804,10.8:2.2028,14.07:2.2247,13.72:2.1961,13.39:2.2166,14.05:2.2065,11.75:2.1986,13.81:2.1914,13.72:2.1958,13.23:2.1908,11.88:2.2089,13.56:2.2033,12.16:2.1583,12.72:2.1757"
2026-05-08T19:17:16,7,Pessoa #7,18,183,85,M,B,parada,9.7,1.48,1.8809,0.2434,-0.3,104.7,-95,56,20,"10.56:1.8857,8.79:1.8396,9.31:1.9607,7.95:2.0831,10.93:1.994,10.74:1.8582,9.52:1.8598,7.76:1.8336,10.98:1.9059,9.73:1.7767,12.22:1.9505,8.9:2.2352,10.35:1.9339,10.32:2.098,10.55:1.9596,9.37:1.8995,7.59:1.8849,9.41:1.935,12.28:1.8985,11.34:1.2197,10.39:1.9755,11.85:2.3828,7.87:1.9745,5.71:1.7267,9.08:1.7712,9.62:1.9592,6.6:2.1117,9.42:1.8184,10.18:1.9017,9.56:1.736,9.53:1.7409,10.07:1.4588,13.17:2.2687,9.19:1.9422,9.11:1.7092,9.29:1.7268,9.25:1.9838,9.55:1.6759,10.34:1.9359,10.17:1.7586,8.09:2.0651,11.13:1.7393,8.35:1.8472,9.32:2.2247,6.65:1.5567,10.38:1.8592,10.12:1.6158,8.74:2.0364,8.24:1.7805,9.7:1.7865,11.85:1.7912,9.69:1.9634,11.24:1.7353,8.39:2.052,12.83:1.9731,9.67:1.7347"
2026-05-08T19:17:17,7,Pessoa #7,18,183,85,M,B,parada,11.83,1.38,1.7899,0.646,1.83,106.83,-95,56,20,"9.46:1.0158,11.7:1.3852,11.21:1.8791,10.6:1.5843,12.36:1.5281,14.36:2.7364,10.5:1.6755,11.24:2.1921,14.25:1.6198,12.23:1.7761,14.34:1.6522,12.48:1.6115,10.95:1.2811,9.81:1.4026,12.99:1.9476,13.57:2.2101,9.03:1.9148,10.71:2.0059,12.83:1.6236,10.82:2.3872,12.48:1.4879,12.49:0.8781,14.13:1.5325,11.72:1.1811,10.87:1.953,11.15:1.819,13.46:2.1269,11.36:2.0935,10.26:1.8118,11.56:2.4009,11.74:1.9701,12.63:1.9178,13.67:1.0856,14.03:1.6891,10.92:1.4934,13.66:2.3332,10.26:1.0558,13.4:0.6525,13.44:1.9441,11.76:2.195,12.41:2.8385,9.0:1.5542,12.3:1.5042,10.37:1.1541,10.16:1.8141,13.82:2.2352,11.87:1.4828,11.86:2.4415,11.66:2.7699,11.85:2.399,10.13:1.7645,11.5:1.9662,11.67:1.7114,11.05:1.9336,10.17:1.6148,12.02:1.9988"
2026-05-08T19:17:18,7,Pessoa #7,18,183,85,M,B,parada,11.34,1.47,4.0985,0.4664,1.34,106.34,-95,56,20,"13.69:4.0745,11.85:4.0359,11.91:3.9907,12.92:4.1272,11.22:3.4963,10.16:3.545,13.62:4.303,11.93:4.2433,11.22:4.2755,12.52:3.9926,10.13:4.0182,11.49:3.7008,12.63:4.1004,10.58:4.1967,7.71:4.123,11.33:4.1295,11.57:4.7346,9.24:4.1012,9.14:4.194,9.99:3.018,9.36:3.9659,12.64:4.365,11.96:4.0739,11.12:4.0713,10.4:3.8944,11.19:4.3627,11.67:3.8593,9.41:3.49,12.05:4.1492,10.56:4.229,11.91:4.0154,14.02:4.1552,9.55:4.4328,11.39:3.9707,12.0:3.5484,12.12:4.7759,10.39:4.2629,14.5:4.5941,10.26:3.7388,12.88:4.6279,12.72:3.9166,13.26:4.4718,14.12:3.7998,13.14:4.1011,10.33:4.0224,11.85:3.9527,9.32:4.6377,11.44:4.7242,9.92:4.3472,11.57:4.4961,8.81:3.9337,12.76:3.8913,10.41:3.4933,10.92:4.0792,11.3:4.7412,9.16:3.9228"
